Material Type,E (GPa),ν,ρ (kg/m³),Tensile Strength (MPa),Young’s Modulus,Altitude (m),Temperature (°C),Pressure (Pa),Operational Life (years),Wing Span (m),Fuselage Length (m),Structural Thickness (mm),Structural Shape,Load Distribution,Vibration Damping,Computational Time,Weight Efficiency,Durability,Quantum Algorithm Type,Number of Iterations,Optimization Time (sec)
Aluminum,99.85072406041925,0.33694346622334626,3488.9115457916373,1081.2967351827815,59.55445634592409,5113.454695968275,-58.713687019179254,186970.55663227077,22,24.94991352248734,43.050441430124195,9.710147732066435,Tapered,distributed,Low,Long,Excellent,High,Shark Optimizer,1013,100.21775025214265
Titanium,133.45966673826945,0.32753318933012904,4116.376820774793,1428.4627149310197,86.36285149858058,10185.161725647138,-41.74214783029139,199838.63734669943,34,37.380486593526655,35.380110658370796,10.303594291097014,Cylindrical,distributed,Moderate,Medium,Poor,Medium,Shark Optimizer,739,105.61200759744418
Titanium,126.50016901527833,0.3425330024107249,3674.7584963395907,664.9957792545542,84.42230576682806,9402.140775464159,-53.64645590379666,187629.0472539254,20,30.066633996365496,57.798188607419746,9.566723001663053,Rectangular,distributed,High,Short,Excellent,Medium,Shark Optimizer,1839,52.97313133525133
Carbon Fiber,158.20249699278673,0.32260635061828874,3752.2161815070735,279.48367123112206,76.33619428727037,8881.060893684102,-58.55166580633603,129150.50343372603,27,54.796301529901875,62.74881032998602,13.418383768935735,Tapered,uniform,Low,Short,Good,Low,Chaotic Quantum Genetic,1825,144.4092085062881
Titanium,168.18628662563543,0.3230392300140324,4118.8404631486155,1196.787065368414,52.197071639575675,8486.47982359324,-49.61997957460107,146707.4214953051,31,32.5203199380889,61.10291371285684,12.014884030961241,Tapered,uniform,Moderate,Short,Good,Medium,Chaotic Quantum Genetic,896,131.7161089292363
Carbon Fiber,93.47735172074647,0.3276819676144798,2461.4502324587656,893.1608284010018,88.67322484997868,6318.7151113607615,-45.27239417126991,166276.46674818557,28,59.700470731936086,44.35268177850554,11.628575506756757,Tapered,point load,Low,Long,Excellent,Medium,Chaotic Quantum Genetic,1409,113.61113754907214
Titanium,78.74767208214891,0.3393160164635287,2057.271009239906,1099.9073857258832,80.92414713704787,10019.07631869839,-54.69440571537877,196017.24096054427,39,49.971522523709055,42.47769655220852,13.832703481352116,Tapered,distributed,High,Long,Good,High,Chaotic Quantum Genetic,672,75.75295895588889
Aluminum,137.3156664647344,0.3167303831072694,2273.51898115326,764.4424718713115,74.55181572014045,11358.504149523967,-46.34248615756951,186888.2786083053,34,24.332813734912648,66.46489766008504,14.524090817490867,Rectangular,distributed,Low,Long,Poor,Low,Shark Optimizer,1601,131.29518574000878
Carbon Fiber,130.48208971511093,0.33876012064799194,2768.2841982761684,1419.6990087330503,69.42598813221026,19416.25121338723,-58.53002632646023,157355.11169621354,39,24.78932552302384,48.4089098999,11.793058438855784,Rectangular,uniform,Moderate,Short,Poor,Medium,Chaotic Quantum Genetic,1221,134.3131854824422
Titanium,63.324962872687195,0.3080869092058525,3061.478556553598,871.2877922323855,71.06368516485479,8113.543617345882,-50.274422033708845,140441.7745384745,20,51.47575226315695,31.211102177975167,12.559639350984689,Rectangular,point load,Moderate,Long,Excellent,Medium,Chaotic Quantum Genetic,699,135.73738575527426
Titanium,123.53565721862158,0.3019454773671641,2092.8653620474424,1071.551350909288,97.66763776298635,9769.9545023014,-57.71260017205171,197133.8444764602,27,26.601907639912675,50.83135124738388,10.083783780990393,Tapered,point load,High,Medium,Excellent,Low,Shark Optimizer,895,149.83364146455503
Carbon Fiber,109.4490154547812,0.3493304450478336,3615.6779026183744,1162.3849487235677,84.09729086203858,14541.30925567411,-48.164918890181845,138151.10251520772,34,42.52848903553894,57.38284362095126,8.237433673721114,Cylindrical,point load,Moderate,Medium,Good,Medium,Shark Optimizer,615,79.10062304982083
Titanium,187.28303417858402,0.3268088480006997,2480.3234434401056,701.8223404543419,78.63575099523484,6921.19655520528,-40.97457228204692,151900.34389142768,33,31.157930875928365,42.72094795523928,12.599270883937432,Cylindrical,distributed,Low,Long,Good,Medium,Shark Optimizer,1610,72.13513294682767
Carbon Fiber,117.9492393494834,0.30890008719063605,3543.270095672942,711.4926785112391,60.466462990134275,8052.351570900372,-58.41390438974412,179659.30099874543,38,30.458436101970623,35.14032903773569,5.17665603182364,Rectangular,uniform,High,Medium,Poor,High,Shark Optimizer,1961,132.48423534114286
Titanium,161.3299132526702,0.3299691505131516,1914.4833836107175,1124.9501831359403,70.74377781428917,18759.32532046469,-43.09644160936145,169385.61950749977,28,25.778546972591954,65.33356446956168,14.8800238827295,Rectangular,point load,Low,Medium,Good,Medium,Shark Optimizer,1179,141.4768127000948
Carbon Fiber,131.53722696393785,0.3210177578287089,4351.720576933076,830.9522874371552,52.48215382448273,11997.669731326761,-44.70364888805722,160890.99338429153,26,21.703534389184753,30.929704958938004,7.957677732156462,Cylindrical,uniform,Low,Short,Good,High,Shark Optimizer,1095,132.57037458431398
Titanium,115.5421836442394,0.32389907583998245,2842.3475771895073,860.8376832820627,93.80644042712058,9151.577712295943,-48.36929942011754,174367.47435508907,22,49.04126664299555,65.01051880617047,11.029100023969796,Rectangular,uniform,High,Short,Good,Medium,Shark Optimizer,1857,148.94514534036836
Carbon Fiber,107.37747891979318,0.30579121410987914,3883.9844093515403,1424.663755277445,74.80393350691968,11959.579313290447,-41.27448348614631,139227.46634058078,21,22.20427859058068,45.34828971514548,10.671933220076628,Rectangular,point load,High,Medium,Excellent,High,Shark Optimizer,946,148.57945163008623
Carbon Fiber,144.79355569751556,0.30401440197199087,3352.744181713453,510.1914441574008,82.2269918971399,14253.075194501742,-45.18778171701921,143006.45903088132,36,39.36219953244666,66.26897863350095,8.566996455448294,Rectangular,distributed,Moderate,Medium,Excellent,High,Chaotic Quantum Genetic,1305,100.87720026479181
Titanium,84.53087473684803,0.3162160863721583,3534.2925631675453,374.17163832267056,51.689503598965715,7543.510330141304,-52.02872614226409,180752.53448797038,24,21.3608915610936,30.378353085973057,10.34132843272321,Cylindrical,uniform,High,Long,Good,Medium,Shark Optimizer,1133,117.16748745373539
Carbon Fiber,168.65728986466507,0.33300308399234574,3444.1420863367002,1064.475101438682,88.72069727520778,15797.595304615263,-56.16920982151109,106122.18622900116,39,29.17662268818939,35.91719475288422,12.912029831038916,Rectangular,point load,Low,Medium,Poor,Low,Shark Optimizer,1932,103.06570831206002
Titanium,183.501113634111,0.3425786303028783,1779.977470346558,591.0588368715744,63.81845628666689,15416.903081321543,-49.057924891994816,126681.35598185097,31,28.788747003501072,41.149848591568826,9.053157559123933,Tapered,distributed,Moderate,Medium,Poor,Low,Shark Optimizer,1828,129.26829528750548
Aluminum,161.17448530636005,0.3231393900637663,3963.8079137082327,811.3205380558993,62.87296068221107,19126.645016357095,-50.925493922973395,190515.40622172243,28,48.266917712098106,69.38449898796816,11.113015503806395,Rectangular,distributed,High,Medium,Excellent,Medium,Shark Optimizer,914,142.24981809497183
Carbon Fiber,58.031266833012474,0.30400445670195025,2017.2896486078218,978.2253625036751,64.2730276828996,19088.780933865164,-57.798662948257224,143405.54017249358,24,28.01505766878925,58.10790660179279,13.596178637277045,Tapered,point load,High,Short,Poor,Low,Shark Optimizer,1931,79.87429925535136
Titanium,136.37570297212676,0.33334205223689,1550.048780843938,559.783649359762,91.40958115345033,7915.29748861066,-47.457077299388146,146187.3548008253,36,20.624112778864557,39.561022351842695,6.343586350155961,Rectangular,uniform,Moderate,Long,Poor,Medium,Chaotic Quantum Genetic,1138,97.73123836389028
Carbon Fiber,152.73405190577824,0.30926024316365874,2761.1131143090333,1333.476356567212,69.68815281390472,5520.245690458759,-57.58023072754013,101602.67980436113,33,50.678436730889175,68.28455266234405,7.558440556547277,Tapered,uniform,Moderate,Medium,Excellent,Low,Shark Optimizer,1200,110.09101922559063
Carbon Fiber,57.65181232405935,0.3396311005140293,2084.8499154694873,796.3040907029854,52.815287554060184,13338.838661242955,-55.709090315430224,117838.79386039113,30,45.97437673837672,35.739866563601694,13.714408959552953,Cylindrical,distributed,Moderate,Long,Poor,High,Shark Optimizer,1500,145.43479233206568
Aluminum,138.00936462311864,0.34008559990155973,2180.076257600897,412.8283858301651,86.67372114471809,18081.527465381667,-51.36536544876153,116965.26840437623,24,37.22172771198903,32.056144710352235,12.96176874333899,Tapered,distributed,Moderate,Medium,Excellent,High,Shark Optimizer,1320,141.9082454648015
Titanium,196.84594476126284,0.30850845667844773,2175.3043891890643,521.8084513237167,97.61949349987913,9391.424635768917,-44.53569017196954,111947.8596010432,23,29.74796638040003,34.02639278313511,9.337394759048873,Tapered,distributed,Low,Medium,Poor,Low,Chaotic Quantum Genetic,1028,90.02667642409997
Carbon Fiber,125.00981945347718,0.3240182530588267,2232.7246963421417,1275.7195811371134,74.35490058460826,16228.05210583642,-52.26426132990494,139790.1601827328,29,26.48347289088477,43.63705672286863,7.567715406697869,Tapered,distributed,High,Short,Excellent,Low,Shark Optimizer,1005,53.295603308285756
Aluminum,125.4708165272372,0.31409741458499807,3142.899157908142,484.0823770068456,92.63091616559348,6712.079144696568,-47.57403797580669,173312.72842813522,23,28.588487616308527,42.35195672191338,6.269652526124117,Cylindrical,uniform,Low,Medium,Poor,Low,Shark Optimizer,1877,64.63359850697437
Titanium,187.38252838993355,0.31278577404373176,4154.004764908057,1279.0301528283187,69.78222204073813,8369.025762996407,-45.56440913091964,124798.41086824168,34,39.21407025992183,53.29858906288534,9.957279404793724,Rectangular,distributed,High,Short,Poor,High,Shark Optimizer,787,54.69873674920136
Aluminum,198.97573082046426,0.31611805152376743,4249.546997931168,561.4347049373589,78.98151686062941,12759.169213647192,-49.63077723689678,122600.18159426015,39,42.69543078562213,63.5321284920028,5.13882024963404,Rectangular,uniform,Low,Long,Excellent,High,Chaotic Quantum Genetic,780,109.48976221438011
Carbon Fiber,67.3327214126077,0.31329992398170314,3980.754750235748,1055.5266295727563,98.64527239749165,19671.280386867606,-40.575220575982776,165555.1606510082,28,44.67368688077056,41.33831710966791,6.507958579841045,Cylindrical,distributed,Moderate,Medium,Poor,Low,Shark Optimizer,860,129.59724070261154
Titanium,153.44339182596354,0.33328375237813057,4376.079652658282,594.4456593943303,56.27998056276017,19213.456966310776,-51.60061157221861,144812.75737787058,32,53.32819939646124,48.75672192337582,9.788017251789842,Tapered,distributed,High,Long,Good,High,Shark Optimizer,1396,58.694753247750796
Carbon Fiber,161.7449553000091,0.3023294424864961,1857.4660804630394,1089.283797175654,52.88366879007044,9748.459592535786,-50.329528080283026,140712.49395419424,36,28.02765592006115,43.38852961774215,8.301754947348403,Cylindrical,point load,High,Long,Good,Low,Chaotic Quantum Genetic,1921,138.4107694682034
Aluminum,183.449068679844,0.3474382841617692,3511.9630590409315,1037.041969635995,70.90816430852627,16558.04577283501,-43.065584496641875,103447.10545876047,36,43.3099662741761,48.39397825911057,6.526074212954347,Tapered,point load,Low,Short,Excellent,Low,Shark Optimizer,1897,110.43117133437039
Aluminum,84.34175298014374,0.32923496098639327,2937.631457719022,747.8873337860011,82.0672914524597,10459.033005382134,-58.861280769856,197460.25065263844,35,39.371991815316946,55.91369817694962,12.533248237095753,Rectangular,point load,High,Long,Good,Low,Shark Optimizer,1844,53.83283357820259
Aluminum,67.42242563333039,0.3198241480371565,4034.4540017486343,865.8454321190122,89.89782600440333,18327.72732919913,-45.960759413066256,127743.9501795964,24,46.69028937165877,64.36473587601357,8.269387610657912,Cylindrical,point load,Moderate,Long,Good,Medium,Shark Optimizer,1292,130.4977015541189
Aluminum,53.428797742534876,0.30701977954630527,3880.9260094917463,1427.5053449420695,86.58333805315425,19841.77115868535,-40.78009536430089,159551.2177648068,24,36.35101481033976,57.71187519204943,13.537845454417953,Tapered,distributed,Low,Long,Good,High,Shark Optimizer,764,69.11169350391867
Carbon Fiber,57.085239062242955,0.31110295608930855,2351.341950180716,1120.558298685262,58.760346049359875,14645.49745718864,-54.566123079950394,167206.28603439394,38,41.92399528837048,38.16433772984278,10.349883951908946,Rectangular,distributed,Low,Medium,Poor,Low,Chaotic Quantum Genetic,1897,114.52518324912403
Carbon Fiber,168.19615939315727,0.3263770892550651,3792.8163960174447,1364.2760740255196,86.54518119532469,16342.860787792799,-52.85236979846153,106835.90302989399,38,32.25214762338884,39.08357113573517,10.03724920221303,Cylindrical,point load,Low,Short,Excellent,Low,Chaotic Quantum Genetic,1080,127.31209225597671
Carbon Fiber,50.1475199417925,0.3224325835745488,2168.9859015896436,1493.0549273647625,91.96471326354984,17054.683588562442,-41.225334562671016,150129.63820626203,22,55.90437881833589,59.60274854453128,6.3050341682685005,Tapered,uniform,High,Short,Good,High,Shark Optimizer,884,56.96457478298099
Aluminum,159.07730124038275,0.34799394665493916,3297.2093547244895,282.1359945803931,69.78894226805491,17758.767533921025,-56.7120251199934,111919.5932774671,39,57.805949133021414,43.54369710480097,14.4217296994304,Rectangular,point load,Moderate,Long,Poor,Medium,Shark Optimizer,1490,71.35566842173844
Titanium,128.34881345740627,0.3387625696834526,3134.1917049602225,668.0202692030247,69.79289577307985,16752.713305694906,-48.92199507477562,160168.28905275164,26,53.05368787381495,60.16018178155578,12.076046186049634,Tapered,uniform,High,Long,Good,High,Shark Optimizer,1730,90.34207811742473
Aluminum,129.4176254705561,0.3262390016305974,3549.57740622188,615.3025537577353,79.07169020894653,11849.012576972262,-42.95362668552802,163034.67494548205,31,27.683376874307477,64.08543908539716,6.2561395983859915,Cylindrical,point load,Low,Medium,Good,Low,Shark Optimizer,1284,63.11740273130661
Carbon Fiber,60.806337298961296,0.3230222960495691,3321.2724277481525,801.9434206773415,90.766773055349,7257.273913628722,-40.52741253068015,119170.99041870018,30,37.4617433267726,53.475696515026364,5.007289818643935,Tapered,uniform,High,Short,Good,Medium,Chaotic Quantum Genetic,1096,141.90390813477325
Carbon Fiber,191.8542837494378,0.3037113248683276,1586.7272265085812,1313.9306437749235,78.21852152618891,18824.23209280477,-58.52091695519492,122776.87365120626,38,51.36011880765493,48.28008969630485,10.079738727492192,Rectangular,point load,Low,Medium,Good,Low,Chaotic Quantum Genetic,1053,148.3250831379027
Titanium,159.14293007922234,0.32610440831699034,3163.516545861131,921.0157911989576,78.8888050650946,13399.177494955497,-43.7081038131101,197546.09556894522,35,58.75202805455484,34.35722913538366,13.546434072556297,Rectangular,distributed,Moderate,Medium,Good,Low,Shark Optimizer,1365,80.38110095341474
Aluminum,95.50765953161259,0.3002257803282272,3158.6256019542134,1490.5235370651883,76.01797882167446,17631.090753943892,-52.76475754892414,115894.11274221505,38,49.163006425808234,40.86634408985985,8.992884408791785,Tapered,uniform,Moderate,Short,Good,Medium,Shark Optimizer,1102,71.98895383216399
Carbon Fiber,177.08228446053897,0.3372549244206147,3393.5636323503795,415.0516391584613,67.89140120394781,7338.27562295662,-56.18675938413862,141387.1961985939,30,33.88594494249489,68.38598707832885,6.024580189637602,Cylindrical,uniform,High,Medium,Good,Medium,Chaotic Quantum Genetic,1970,78.6215810565587
Carbon Fiber,93.27030406015186,0.31787050045695514,4468.365747528785,1382.5984018279678,90.93766608470104,18108.68756569468,-48.51977821348551,121354.52788959286,28,41.702269196271274,66.06573358244032,5.703669707507533,Rectangular,distributed,High,Short,Good,High,Shark Optimizer,1583,78.81348546354856
Carbon Fiber,103.44986977859799,0.3015192609639968,1624.7948489505502,957.9323653550438,98.60162522179414,12263.574150762619,-44.48251578282595,125600.48754599207,20,21.906181605603457,53.54398218465961,8.923569902670542,Cylindrical,point load,Moderate,Short,Excellent,Medium,Shark Optimizer,1567,68.41598451723618
Aluminum,59.85024692881366,0.33035966803109845,1926.1425119023147,1039.7650001949914,76.46262730149351,14858.91491755473,-52.122000906018826,195524.92918411846,22,32.70098726354604,41.20930560944943,10.20891531546451,Rectangular,distributed,Moderate,Short,Poor,Low,Shark Optimizer,616,119.81058315170866
Aluminum,145.10220223203737,0.32083344923480306,2466.1745404384546,1458.3643486495646,92.93416096366246,16512.885729684836,-46.97636482464479,194996.1770537466,25,24.3946198251297,33.39827001545552,12.215211244370117,Rectangular,point load,High,Long,Poor,Medium,Shark Optimizer,1504,79.98148748392312
Aluminum,156.23663628672296,0.31383419535100976,1611.0951453140658,772.5830581098461,84.91059517603884,8657.163121623667,-54.33301737449769,185253.6328148537,38,29.595385592804387,52.85203823643974,12.23396142686233,Tapered,distributed,Moderate,Short,Good,High,Chaotic Quantum Genetic,933,65.54861969838592
Aluminum,129.40441584207443,0.3113574899189524,2983.299087638119,286.113113217805,55.93064049664957,14852.302540288127,-42.52506245084881,151435.9020039608,34,25.467522803867517,47.405947027879506,11.690922072779568,Rectangular,point load,Moderate,Short,Good,Low,Chaotic Quantum Genetic,1524,128.88023033746975
Carbon Fiber,159.74559288388912,0.3102209106189198,2875.944494102293,604.2988642726604,70.68488412680576,8044.280517760523,-53.19658930819816,137196.8254794872,33,57.72686548143357,50.27300046378633,10.866539282225778,Cylindrical,uniform,Low,Long,Excellent,Medium,Shark Optimizer,954,96.86733920125826
Aluminum,155.8393301315951,0.3426252457818588,1937.1872841391591,512.5767590499013,52.291383506519786,19266.927247512023,-50.190590906917514,177493.24021970894,30,42.193561547597,68.24995426694744,13.714735079476572,Rectangular,uniform,Moderate,Short,Good,High,Shark Optimizer,1151,122.65855766786242
Titanium,124.38390592380034,0.3298943473320918,2529.5597341716802,718.5950718562467,55.69914726794903,5884.309861069101,-43.57902714619591,118356.34720418457,24,24.917482502412835,62.048482304312664,5.7246230685096275,Rectangular,point load,Low,Long,Poor,Medium,Chaotic Quantum Genetic,1569,94.06164767783511
Carbon Fiber,147.06351138935955,0.31371683449892473,1586.6715999425744,747.9921607993817,94.49979950160741,19655.50934295629,-41.63211436747248,125838.02920841033,31,57.055513803360924,49.42016034129139,9.031507981102704,Rectangular,point load,Low,Medium,Excellent,High,Chaotic Quantum Genetic,1340,103.58042100009911
Carbon Fiber,138.05967626418652,0.3168444668841396,3573.185229158968,1358.6782701354248,91.93515798661696,10740.562349915166,-40.52579012793008,191134.4733947721,31,34.978602554505926,65.32691887127287,5.002665120391389,Tapered,point load,Low,Medium,Excellent,Low,Chaotic Quantum Genetic,1666,132.20683382549674
Carbon Fiber,104.09492941174557,0.3381619739888985,2555.484186857165,1421.3921046449352,52.24277639629873,14297.323214101865,-56.965944362029994,102036.38431816829,30,20.730539262197368,55.559594615666654,9.439345941532457,Tapered,distributed,Moderate,Long,Poor,Medium,Shark Optimizer,1983,108.11524561951418
Aluminum,171.70401126092554,0.3377089240480896,3751.192228966798,943.999928534063,80.31303028002746,6697.475397037162,-42.792750960092874,127418.52743523614,31,51.26189900470396,36.125874271187385,13.533339954964113,Cylindrical,uniform,Moderate,Short,Poor,High,Chaotic Quantum Genetic,879,84.48499277895189
Titanium,60.484640668248126,0.32574846579810257,1793.997006732732,335.2350290226964,60.156575490146906,5085.762895380582,-41.626859155023695,164442.33638856414,34,48.132985728583705,44.22281060226674,10.68695838672264,Rectangular,point load,Moderate,Medium,Excellent,Medium,Chaotic Quantum Genetic,680,102.89897110836881
Aluminum,91.88923194895838,0.33506809257701897,4171.373814819603,731.3437573186568,59.099347411554064,7008.140891272159,-43.601039117699905,189945.493456338,32,38.85912669665809,69.58975536684518,6.508198998912061,Rectangular,distributed,Low,Medium,Good,Medium,Chaotic Quantum Genetic,622,74.27080950415265
Titanium,198.51241145775035,0.32572130001328586,4005.206019704468,691.9507988005614,61.41226833287119,14060.467167154186,-49.971827159526924,173869.65341240546,26,44.89180944204042,40.27420863176589,6.7720054985989195,Tapered,uniform,Moderate,Medium,Poor,Low,Chaotic Quantum Genetic,1096,52.31034389266972
Titanium,166.39684387245256,0.3461118037885186,2035.1298568926777,1463.516946166312,50.647692267905896,13087.61878333434,-59.62180467301834,199589.4115631007,39,28.102079491684965,31.398487482070546,11.734603870975022,Rectangular,point load,Moderate,Short,Poor,Low,Shark Optimizer,1572,72.85065873217532
Carbon Fiber,151.44739672956135,0.31306804156299434,2647.662272489538,312.3242890680026,75.50388560144992,7783.912358218977,-44.92102965073815,139328.78670744144,37,34.81550656625869,61.50889592633849,9.599565586502468,Tapered,distributed,High,Medium,Excellent,Low,Chaotic Quantum Genetic,575,144.744777789402
Titanium,168.29118621672035,0.3357715357189974,3710.271445655975,979.2504648681735,57.337411236785925,5350.723601828506,-59.137729284974874,112531.1630605543,32,23.941216057740103,51.646469681532295,14.938447247403403,Rectangular,uniform,Moderate,Short,Excellent,Medium,Shark Optimizer,1564,55.5217890109575
Aluminum,141.56360490479676,0.33796379859101244,3442.4633663124723,482.4565544720325,92.00604567118044,9516.56698078591,-59.531832084291,104190.16758434002,36,38.4470505546949,49.32498158982234,13.50327961146064,Cylindrical,uniform,Low,Medium,Good,Medium,Chaotic Quantum Genetic,809,135.9400441070838
Aluminum,156.14665339101856,0.3448177532374029,2273.6373521717687,265.4341464147885,64.8965611311593,17070.264198277648,-54.12140128817527,180546.0655689793,29,59.25602198893366,47.72023068179749,6.7554112877938435,Rectangular,uniform,Low,Long,Good,High,Shark Optimizer,1830,109.01889951046488
Aluminum,186.35219262122487,0.3326552752850483,4258.772765693722,968.1218134331315,74.49107352556676,7290.61487077061,-44.37110429385557,100171.58928205323,28,47.08281242102227,60.163608010835155,14.28696523524599,Cylindrical,point load,High,Medium,Good,Low,Chaotic Quantum Genetic,1567,95.96096866912072
Titanium,77.32531776454842,0.30786647184051247,1659.784082054094,905.0046011050001,62.915780464455025,14400.176350510319,-49.07015680790664,125679.4516497108,24,36.48200962091373,66.02444616604825,13.966945573607797,Cylindrical,distributed,High,Medium,Excellent,Low,Shark Optimizer,1309,140.66903311095058
Aluminum,60.049487142818236,0.3407841888228831,2760.8560586518524,300.30327455345457,96.33097058314851,17257.44453323435,-56.41382135140423,185533.90661767777,30,40.852017259610236,35.19735907219575,13.980378160188657,Tapered,uniform,Moderate,Medium,Good,High,Chaotic Quantum Genetic,1864,104.92854012037427
Carbon Fiber,151.9538216823329,0.3221474246707368,1702.4318829468336,541.3965007010958,66.00587638353169,7110.035334122142,-53.68156452713198,170178.52731901256,37,39.87547984350953,49.07124484433884,11.394304922861073,Rectangular,uniform,Moderate,Long,Poor,Medium,Shark Optimizer,851,120.8064944586448
Aluminum,173.67020380593257,0.31214139521525636,1781.7388727173634,1155.0187736253856,61.08114940514266,14878.982816786243,-46.42044448454856,180427.31065770882,38,37.213652300161485,35.04161368786937,13.876900412908999,Rectangular,uniform,Moderate,Short,Excellent,Medium,Shark Optimizer,662,72.31556737626164
Titanium,83.99383252007797,0.33750142504332437,2723.2018500539207,797.6202186708347,51.22546878915388,11960.76331784355,-53.5141056906284,182260.25088735457,29,32.13421848414275,62.25285294922725,11.42697179252313,Cylindrical,distributed,Moderate,Medium,Excellent,Medium,Chaotic Quantum Genetic,1528,119.85236375454163
Titanium,73.14818083777563,0.34394834746234393,1942.1599075163656,360.6833682370541,67.26979276142019,8481.514357385486,-53.06464017549114,163179.81861464377,31,33.589081632999935,30.81779190194693,6.706978335349341,Cylindrical,uniform,High,Medium,Good,Medium,Chaotic Quantum Genetic,1094,124.80323269144964
Carbon Fiber,136.26150284410426,0.30551953522520053,1979.9588155706736,1133.8869510505847,79.96223297446562,12626.428747250233,-58.33193197077725,171662.4512674342,37,30.196883636635352,34.22237986067627,14.662507700548101,Tapered,point load,High,Medium,Good,Medium,Chaotic Quantum Genetic,761,111.95483429623509
Carbon Fiber,186.7704624284862,0.30063675837991477,3965.99854697664,865.0213275297234,92.62167016322528,13699.36069643242,-47.58973876916265,117880.21592821144,20,47.97737662692356,53.6907431456489,10.44824349716499,Rectangular,point load,High,Long,Excellent,High,Shark Optimizer,1223,79.61694168958124
Titanium,99.82355031479588,0.30327758395320126,4008.920840766815,937.0666502781637,60.96550440822172,11454.44961618821,-44.31827467032464,133690.293628842,39,40.19021328331874,30.646549984944457,12.472189443676902,Rectangular,distributed,Low,Medium,Good,Low,Shark Optimizer,1568,61.8883706863526
Carbon Fiber,188.00932199689447,0.3405895994284934,4089.732370172486,373.02697304690855,88.23066968513618,15740.313681368887,-44.09372598500028,106962.69291739838,21,37.389433222826014,48.63921849536145,13.342877624081583,Cylindrical,point load,Low,Short,Good,High,Chaotic Quantum Genetic,1919,77.57765161557042
Aluminum,64.88289734563017,0.30624445767097386,1988.147642988144,335.46031263178975,65.80811928758766,13065.966031441094,-49.9439966239004,163570.92543500435,32,48.206268580935664,35.486506124408315,12.91690494737031,Tapered,point load,Low,Long,Poor,High,Shark Optimizer,1424,103.47288828246892
Aluminum,134.09762093293463,0.3394207690433808,3482.5451440618344,372.5035392174285,67.10720219396096,13118.874797302262,-56.15983471174473,150685.49449590297,37,45.805858258830256,54.653265551644864,9.455853114564926,Cylindrical,distributed,High,Medium,Excellent,High,Chaotic Quantum Genetic,1250,66.78528324241148
Carbon Fiber,175.03107899478047,0.30866438424547804,3591.6155405575932,814.8028121815528,69.89617508264722,7386.706014574198,-57.202844715305744,162535.89070983444,32,41.81140403395452,31.14356934949207,7.71432694676546,Cylindrical,point load,Moderate,Short,Poor,High,Shark Optimizer,870,79.7849260433373
Titanium,89.13365846241868,0.34506135012491645,3132.411291988288,1152.3598212256977,72.30935128674004,6230.313598677851,-54.8829335670404,163297.50020329354,39,31.962176900947043,31.45909523915328,8.998606967637816,Rectangular,uniform,Moderate,Medium,Poor,Medium,Chaotic Quantum Genetic,1186,62.6036435743822
Titanium,134.4840693580297,0.3251746495388523,3030.4785345729006,454.03231105276836,86.73007887714084,7721.772906245542,-51.79719496099713,142104.6524330817,28,52.700400149760455,39.91951219468825,14.471794730760012,Rectangular,point load,Moderate,Long,Excellent,Low,Shark Optimizer,1052,96.77927553880457
Carbon Fiber,188.96103015236105,0.30076536981279867,3709.1072489331127,859.2956916468434,96.12529727513947,5443.044418436746,-44.820241016673585,104524.3565542988,26,43.21125247623613,69.15217318216074,9.80834460069814,Cylindrical,uniform,Moderate,Long,Poor,Low,Chaotic Quantum Genetic,1923,83.620317613261
Carbon Fiber,169.79265005989234,0.3181057399937741,3362.6542808212753,707.4702996778867,72.86849252344486,15805.846416803606,-42.39587478411417,165460.665629724,35,20.891434665572742,53.58689568172608,6.352011466468827,Cylindrical,uniform,High,Long,Poor,Medium,Shark Optimizer,1770,62.191332570599485
Titanium,137.2350913713762,0.30449616861502515,3700.377606847798,717.2515849431023,67.28383439129476,7000.936857146653,-53.829102244576404,105017.48288982283,25,46.83660047495542,48.46890965175308,13.387533006607555,Rectangular,distributed,Low,Medium,Poor,High,Shark Optimizer,583,75.9612560910044
Aluminum,115.29300684919109,0.3184380080271858,4125.936865372625,1214.1966605504322,91.9454969747219,7274.916556316738,-57.92185559036089,116390.37797121082,22,37.50186031484844,45.10950272161495,14.085511449205427,Cylindrical,uniform,High,Medium,Poor,Medium,Shark Optimizer,1832,56.710819002829595
Carbon Fiber,176.52288232004204,0.3091817920483404,2793.7421284399325,396.6689811486299,53.33379524783018,9851.885901686885,-40.098808281132484,164929.25085347675,22,56.62656363821458,64.65850890787505,9.476010096261849,Cylindrical,point load,Moderate,Medium,Excellent,High,Shark Optimizer,1661,125.66561305686342
Aluminum,85.10311917589424,0.3250320128327853,2087.2738969767315,1174.0570532076674,50.79963359933059,7280.2239669761675,-45.37169072002044,127537.77521433562,38,26.978441141393734,62.96134180275982,9.409737797277376,Rectangular,point load,Moderate,Long,Good,Medium,Shark Optimizer,1292,98.00597854028697
Carbon Fiber,189.53534555057416,0.3328902583943779,3966.9330507887244,305.0795095240535,81.16855226576678,10784.877875809436,-43.41033189411002,151313.77588389887,22,25.065357519104342,54.81899072273649,11.264380748948248,Rectangular,distributed,Low,Long,Good,Medium,Shark Optimizer,1600,147.29283875119353
